"id","countyfips","year","births","censusbuildingpermits","deaths","groupquarterspopulation","householdpopulation","households","householdsize","naturalincrease","netmigration","totalhousingunits","vacancyrate","vacanthousingunits","totalpopulation"
1,0,1985,55115,30898,20234,81139,3133309,1221557,2.565012,34881,5317,1402558,12.90506,181001,3214448
2,0,1986,55142,30280,20768,82109,3161694,1243453,2.542673,34374,-5731,1436610,13.44533,193157,3243803
3,0,1987,53803,17449,21089,83419,3179935,1258199,2.52737,32714,-14299,1467981,14.29051,209782,3263354
4,0,1988,53346,12371,21312,86810,3184638,1267288,2.512955,32034,-24046,1486346,14.73802,219058,3271448
5,0,1989,52697,10740,21056,87671,3196866,1282386,2.492905,31641,-18698,1497046,14.3389,214660,3284537
6,0,1990,53491,11388,21514,79551,3224491,1282488,2.514246,31977,-12584,1477349,13.18991,194861,3304042
7,0,1991,53530,13450,22096,81719,3299232,1313504,2.511779,31434,45475,1488886,11.77941,175382,3380951
8,0,1992,54545,23057,22426,84669,3405163,1354139,2.514633,32119,76762,1503198,9.916125,149059,3489832
9,0,1993,54100,29791,23171,89323,3515715,1386998,2.534766,30929,84277,1527392,9.191747,140394,3605038
10,0,1994,53788,36748,23828,90658,3621404,1418294,2.553352,29960,77064,1557549,8.94065,139255,3712062
11,0,1995,53869,38618,24724,93604,3717470,1451449,2.561213,29145,69867,1594454,8.968901,143005,3811074
12,0,1996,54974,41135,25083,99958,3802490,1483877,2.562537,29891,61483,1634373,9.208179,150496,3902448
13,0,1997,56305,43052,25885,96858,3899065,1527884,2.551938,30420,63055,1675928,8.833553,148044,3995923
14,0,1998,57738,51156,26297,99083,4003408,1560722,2.5651,31441,75127,1719248,9.220659,158526,4102491
15,0,1999,60718,49313,26532,106333,4109651,1607300,2.556866,34186,79307,1779663,9.685148,172363,4215984
16,0,2000,63917,54596,26997,102749,4236052,1674523,2.529706669,36920,85875,1835015,8.746086544,160492,4338801
17,0,2001,66525,52872,27934,104464,4340049,1717669,2.52670858,38591,67121,1888179,9.030393834,170510,4444513
18,0,2002,67778,53348,28833,105962,4398747,1743164,2.523429836,38945,21251,1940772,10.18203066,197610,4504709
19,0,2003,69012,46521,28950,106969,4448115,1764982,2.520201316,40062,10313,1991916,11.39264909,226932,4555084
20,0,2004,68452,38609,29025,108262,4500549,1788148,2.516877238,39427,14300,2034030,12.08841561,245882,4608811
21,0,2005,69031,45307,29087,108525,4554009,1811477,2.513975612,39944,13779,2080634,12.9362973,269157,4662534
22,0,2006,69538,44188,29308,111028,4634632,1845956,2.510694729,40230,42896,2122727,13.0384642,276771,4745660
23,0,2007,70777,36353,29653,111911,4709873,1879158,2.506375465,41124,35000,2159545,12.98366091,280388,4821784
24,0,2008,70733,27917,31048,112860,4789078,1914596,2.501351721,39685,40469,2184314,12.34794997,269718,4901938
25,0,2009,69135,18191,30487,113459,4863394,1947695,2.497001069,38648,36267,2203007,11.5892959,255313,4976853
26,1,1985,5210,2741,1304,2256,266508,94949,2.806854,3906,-807,104376,9,9427,268764
27,1,1986,5101,2926,1425,2254,266389,95759,2.781869,3676,-3797,108677,11.9,12918,268643
28,1,1987,5058,943,1540,2261,267062,96564,2.765648,3518,-2838,111852,13.7,15288,269323
29,1,1988,5024,432,1486,2187,266832,97064,2.749032,3538,-3842,112933,14.1,15869,269019
30,1,1989,4777,397,1429,2249,264522,96879,2.730437,3348,-5596,113086,14.3,16207,266771
31,1,1990,4807,335,1561,2727,262981,96353,2.729349,3246,-4309,106947,9.9,10594,265708
32,1,1991,4940,658,1639,2776,270848,98326,2.754592,3301,4615,107282,8.3,8956,273624
33,1,1992,5005,1385,1619,2844,278541,101116,2.754668,3386,4375,108074,6.4,6958,281385
34,1,1993,5034,2439,1693,2880,287897,102836,2.799574,3341,6051,109367,6,6531,290777
35,1,1994,4906,2906,1800,2963,297831,105211,2.830797,3106,6911,111800,5.9,6589,300794
36,1,1995,5063,2944,1781,2979,309614,108485,2.85398,3282,8517,114742,5.5,6257,312593
37,1,1996,5251,2764,1844,3774,319268,111208,2.870908,3407,7042,117691,5.5,6483,323042
38,1,1997,5480,4155,1872,3798,328946,114514,2.87254,3608,6094,120682,5.1,6168,332744
39,1,1998,5846,4478,2053,3795,340229,117449,2.896823,3793,7487,124925,6,7476,344024
40,1,1999,6155,4146,2081,3792,351516,120316,2.921607,4074,7210,129403,7,9087,355308
41,1,2000,6869,1455,2115,3414,348321,124088,2.807048224,4754,-8328,128717,3.596261566,4629,351735
42,1,2001,7132,5819,2223,3396,356041,126724,2.809578296,4909,2793,133917,5.371237408,7193,359437
43,1,2002,7271,6158,2213,3625,367556,130680,2.812641567,5058,6686,139734,6.479453819,9054,371181
44,1,2003,7393,5981,2283,3649,374016,132793,2.816534004,5110,1374,144635,8.187506482,11842,377665
45,1,2004,7429,4811,2216,3643,382302,135443,2.822604343,5213,3067,149648,9.492275206,14205,385945
46,1,2005,7560,5313,2357,3626,391758,138478,2.829026993,5203,4236,154113,10.14515323,15635,395384
47,1,2006,7733,4928,2241,3657,403930,142496,2.834676061,5492,6711,157948,9.782966546,15452,407587
48,1,2007,7841,3252,2279,3671,412244,145208,2.838989587,5562,2766,160651,9.61276307,15443,415915
49,1,2008,7925,2288,2448,3683,421455,148306,2.841793319,5477,3746,162115,8.518027326,13809,425138
50,1,2009,7699,957,2359,3873,432450,152045,2.84422375,5340,5845,162794,6.6028232,10749,436323
51,3,1985,258,10,79,884,12127,4277,2.835399,179,-85,5113,16.4,836,13011
52,3,1986,246,16,84,897,12439,4388,2.834777,162,163,5117,14.2,729,13336
53,3,1987,273,11,90,900,12527,4412,2.839302,183,-92,5126,13.9,714,13427
54,3,1988,264,60,99,1168,12547,4394,2.855485,165,123,5147,14.6,753,13715
55,3,1989,234,28,103,1153,12507,4375,2.858743,131,-186,5293,17.3,918,13660
56,3,1990,265,29,91,998,12632,4721,2.675704,174,-204,5254,10.1,533,13630
57,3,1991,273,20,95,967,12672,4860,2.607407,178,-169,5283,8,423,13639
58,3,1992,273,33,84,1063,12509,4931,2.536808,189,-256,5303,7,372,13572
59,3,1993,228,73,98,817,12840,4983,2.576761,130,-45,5357,7,374,13657
60,3,1994,218,45,98,550,13273,5147,2.578784,120,46,5430,5.2,283,13823
61,3,1995,230,9,126,929,13168,5200,2.532308,104,170,5475,5,275,14097
62,3,1996,236,68,119,795,13527,5391,2.509182,117,108,5651,4.6,260,14322
63,3,1997,235,89,124,876,13602,5500,2.473091,111,45,5719,3.8,219,14478
64,3,1998,242,100,100,916,13707,5603,2.446368,142,3,5808,3.5,205,14623
65,3,1999,203,78,114,956,13866,5700,2.432631,89,110,6019,5.3,319,14822
66,3,2000,231,13,106,995,14104,5523,2.553684592,125,149,6146,10.13667426,623,15099
67,3,2001,249,52,113,995,14236,5598,2.54305109,136,-4,6200,9.709677419,602,15231
68,3,2002,227,92,116,995,14271,5636,2.532114975,111,-76,6246,9.7662504,610,15266
69,3,2003,220,48,131,995,14365,5697,2.521502545,89,5,6299,9.557072551,602,15360
70,3,2004,271,35,101,995,14411,5741,2.510189862,170,-124,6350,9.590551181,609,15406
71,3,2005,260,53,115,995,14400,5757,2.501302762,145,-156,6392,9.934292866,635,15395
72,3,2006,227,64,93,995,14355,5761,2.491754904,134,-179,6417,10.22284557,656,15350
73,3,2007,263,48,114,995,14298,5763,2.480999479,149,-206,6462,10.81708449,699,15293
74,3,2008,258,54,109,995,14351,5808,2.470902204,149,-96,6510,10.78341014,702,15346
75,3,2009,272,56,89,995,14306,5814,2.460612315,183,-228,6536,11.04651163,722,15301
76,5,1985,6458,5069,1602,3536,377708,140787,2.682833,4856,9246,153726,8.4,12939,381244
77,5,1986,6414,4020,1693,3586,383658,144013,2.664051,4721,1279,159313,9.6,15300,387244
78,5,1987,6269,2060,1665,3604,385083,145014,2.655488,4604,-3161,163322,11.2,18308,388687
79,5,1988,6269,1804,1723,3787,382936,144805,2.644494,4546,-6510,165411,12.5,20606,386723
80,5,1989,6200,558,1712,3666,385836,146698,2.630138,4488,-1709,166846,12.1,20148,389502
81,5,1990,6163,637,1829,3112,390172,154710,2.521957,4334,-552,168665,8.3,13955,393284
82,5,1991,6404,1027,1909,3207,399995,159542,2.507145,4495,5423,169302,5.8,9760,403202
83,5,1992,6551,2277,1970,3311,414370,165029,2.510892,4581,9898,170329,3.1,5300,417681
84,5,1993,6407,2905,2036,3383,424087,168215,2.521101,4371,5418,172532,2.5,4317,427470
85,5,1994,6250,4198,2223,3196,433209,171232,2.529953,4027,4908,175437,2.4,4205,436405
86,5,1995,6231,3408,2289,3211,439328,173806,2.527692,3942,2192,179635,3.2,5829,442539
87,5,1996,6343,3585,2281,3190,447875,177697,2.520442,4062,4464,183260,3,5563,451065
88,5,1997,6166,3932,2475,2265,456793,182703,2.500194,3691,4302,186853,2.2,4150,459058
89,5,1998,6504,4234,2534,2243,470156,187217,2.511289,3970,9371,190785,1.9,3568,472399
90,5,1999,6905,5437,2641,3283,478023,191571,2.495279,4264,4643,195845,2.2,4274,481306
91,5,2000,7111,1725,2711,4847,485875,192016,2.530388093,4400,5015,198605,3.317640543,6589,490722
92,5,2001,7526,6900,2909,5193,496478,196308,2.529076757,4617,6332,202264,2.944666377,5956,501671
93,5,2002,7553,7017,2932,5406,505097,199890,2.526874781,4621,4211,208601,4.175914785,8711,510503
94,5,2003,8031,3915,2914,5621,510733,202072,2.527480304,5117,734,213840,5.503179948,11768,516354
95,5,2004,8013,2727,2884,5851,517864,204867,2.527805845,5129,2232,217147,5.655155263,12280,523715
96,5,2005,8088,3070,3014,5643,522571,206663,2.528614217,5074,-575,221982,6.901009992,15319,528214
97,5,2006,8036,3162,2934,5433,530618,209780,2.529402231,5102,2735,226156,7.241019473,16376,536051
98,5,2007,8233,2711,3118,5917,539965,213407,2.530212224,5115,4716,230285,7.329179061,16878,545882
99,5,2008,8292,3023,3207,5773,550473,217507,2.530828893,5085,5279,233100,6.689403689,15593,556246
100,5,2009,8124,1445,3182,5605,560875,220854,2.539573655,4942,5292,236200,6.49703641,15346,566480
101,7,1985,101,9,22,0,5213,1837,2.837779,79,149,3379,45.6,1542,5213
102,7,1986,96,121,40,0,5335,1896,2.813818,56,66,3635,47.8,1739,5335
103,7,1987,88,104,30,0,5265,1884,2.794586,58,-128,3869,51.3,1985,5265
104,7,1988,91,116,42,0,5004,1802,2.776915,49,-310,3979,54.7,2177,5004
105,7,1989,84,68,35,0,5196,1885,2.756499,49,143,4082,53.8,2197,5196
106,7,1990,85,72,30,0,5393,2010,2.683084,55,142,3951,49.1,1941,5393
107,7,1991,73,63,36,0,5626,2076,2.710019,37,196,4023,48.4,1947,5626
108,7,1992,70,107,25,0,5880,2147,2.738705,45,209,4086,47.5,1939,5880
109,7,1993,62,101,35,0,6177,2324,2.657917,27,270,4193,44.6,1869,6177
110,7,1994,77,189,34,0,6539,2456,2.662459,43,319,4294,42.8,1838,6539
111,7,1995,61,248,36,0,7108,2671,2.661175,25,544,4483,40.4,1812,7108
112,7,1996,77,249,36,0,7928,2987,2.654168,41,779,4731,36.9,1744,7928
113,7,1997,99,243,48,0,8534,3239,2.634764,51,555,4980,35,1741,8534
114,7,1998,84,308,41,0,9133,3452,2.645713,43,556,5223,33.9,1771,9133
115,7,1999,106,271,56,0,9570,3619,2.644377,50,387,5536,34.6,1917,9570
116,7,2000,104,87,56,84,9959,4047,2.460835187,48,425,6302,35.78229134,2255,10043
117,7,2001,112,350,60,84,10381,4252,2.441439323,52,370,6667,36.22318884,2415,10465
118,7,2002,126,284,58,84,10616,4384,2.421532847,68,167,6967,37.07478111,2583,10700
119,7,2003,118,365,57,84,10880,4529,2.402296313,61,203,7350,38.38095238,2821,10964
120,7,2004,129,213,64,84,11087,4654,2.382251826,65,142,7582,38.61777895,2928,11171
121,7,2005,109,234,62,84,11318,4790,2.362839248,47,184,7836,38.8718734,3046,11402
122,7,2006,105,247,62,84,11714,4999,2.343268654,43,353,8104,38.31441264,3105,11798
123,7,2007,150,302,78,84,12024,5173,2.324376571,72,238,8428,38.62126246,3255,12108
124,7,2008,130,202,76,84,11990,5204,2.303996925,54,-88,8652,39.85205733,3448,12074
125,7,2009,111,147,94,84,11815,5171,2.284857861,17,-192,8714,40.65871012,3543,11899
126,9,1985,83,1,62,0,4873,1867,2.61007,21,-195,2581,27.7,714,4873
127,9,1986,57,0,56,0,4587,1768,2.594457,1,-287,2603,32.1,835,4587
128,9,1987,74,1,48,0,4559,1763,2.585933,26,-54,2625,32.8,862,4559
129,9,1988,76,1,64,0,4728,1836,2.575163,12,157,2630,30.2,794,4728
130,9,1989,51,3,52,0,4629,1807,2.561704,-1,-98,2587,30.2,780,4629
131,9,1990,61,1,58,74,4452,1872,2.378205,3,-106,2434,23.1,562,4526
132,9,1991,55,3,49,70,4371,1787,2.445999,6,-91,2435,26.6,648,4441
133,9,1992,42,4,58,71,4231,1794,2.358417,-16,-123,2438,26.4,644,4302
134,9,1993,33,3,56,71,4255,1776,2.395833,-23,47,2442,27.3,666,4326
135,9,1994,54,7,54,71,4320,1790,2.413408,0,65,2445,26.8,655,4391
136,9,1995,44,4,56,72,4356,1808,2.409292,-12,49,2452,26.3,644,4428
137,9,1996,58,5,58,74,4452,1855,2.4,0,98,2456,24.5,601,4526
138,9,1997,49,10,58,74,4488,1884,2.382166,-9,45,2461,23.4,577,4562
139,9,1998,53,18,69,74,4457,1873,2.379605,-16,-15,2471,24.2,598,4531
140,9,1999,42,10,63,74,4449,1873,2.375334,-21,13,2489,24.7,616,4523
141,9,2000,55,2,74,85,4414,1901,2.321935823,-19,-4,2360,19.44915254,459,4499
142,9,2001,41,7,67,85,4362,1888,2.310381356,-26,-26,2352,19.72789116,464,4447
143,9,2002,40,7,64,85,4230,1841,2.297664313,-24,-108,2342,21.39197267,501,4315
144,9,2003,35,7,62,85,4173,1827,2.28407225,-27,-30,2333,21.68881269,506,4258
145,9,2004,26,10,53,85,4081,1795,2.273537604,-27,-65,2327,22.86205415,532,4166
146,9,2005,38,9,56,85,4013,1780,2.254494382,-18,-50,2317,23.17652136,537,4098
147,9,2006,37,1,62,85,4003,1784,2.243834081,-25,15,2301,22.46849196,517,4088
148,9,2007,44,0,70,85,3908,1752,2.230593607,-26,-69,2287,23.39309139,535,3993
149,9,2008,45,1,62,85,3821,1721,2.220220802,-17,-70,2273,24.28508579,552,3906
150,9,2009,38,0,69,85,3729,1689,2.207815275,-31,-61,2257,25.16614976,568,3814
151,11,1985,80,6,64,424,5275,1986,2.656093,16,-155,2532,21.6,546,5699
152,11,1986,56,2,66,427,5302,2013,2.63388,-10,40,2548,21,535,5729
153,11,1987,65,7,55,407,5025,1923,2.613105,10,-307,2561,24.9,638,5432
154,11,1988,76,3,71,405,5027,1938,2.593911,5,-5,2571,24.6,633,5432
155,11,1989,64,1,48,331,4879,1895,2.57467,16,-238,2574,26.4,679,5210
156,11,1990,60,2,67,372,4655,1865,2.495979,-7,-176,2332,20,467,5027
157,11,1991,59,1,66,366,4594,1836,2.502179,-7,-60,2334,21.3,498,4960
158,11,1992,48,2,51,369,4671,1853,2.520777,-3,83,2335,20.6,482,5040
159,11,1993,63,5,43,603,4747,1914,2.480146,20,290,2337,18.1,423,5350
160,11,1994,59,12,45,709,4691,1896,2.474156,14,36,2342,19,446,5400
161,11,1995,78,19,74,735,4814,1954,2.463664,4,145,2354,17,400,5549
162,11,1996,70,52,73,1072,4551,1865,2.440214,-3,77,2373,21.4,508,5623
163,11,1997,56,15,70,1479,4161,1730,2.405202,-14,31,2425,28.7,695,5640
164,11,1998,72,23,74,1846,4147,1734,2.39158,-2,355,2440,28.9,706,5993
165,11,1999,82,14,62,2213,3783,1591,2.37775,20,-17,2463,35.4,872,5996
166,11,2000,66,4,65,926,5041,1994,2.528084253,1,-35,2365,15.68710359,371,5967
167,11,2001,69,17,64,878,5004,1995,2.508270677,5,-90,2362,15.53767993,367,5882
168,11,2002,66,12,78,1067,5136,2063,2.489578284,-12,333,2353,12.32469188,290,6203
169,11,2003,62,11,66,1408,5245,2123,2.470560528,-4,454,2343,9.389671362,220,6653
170,11,2004,63,0,64,1505,4852,1979,2.451743305,-1,-295,2323,14.80843737,344,6357
171,11,2005,63,10,49,1565,4696,1931,2.43190057,14,-110,2312,16.47923875,381,6261
172,11,2006,60,9,72,1553,4523,1874,2.413553895,-12,-173,2300,18.52173913,426,6076
173,11,2007,68,4,56,1525,4248,1773,2.395939086,12,-315,2285,22.40700219,512,5773
174,11,2008,64,7,73,1760,4248,1789,2.3745109,-9,244,2271,21.22413034,482,6008
175,11,2009,63,5,69,2216,4265,1810,2.356353591,-6,479,2255,19.73392461,445,6481
176,13,1985,3326,1953,1064,8600,200844,79100,2.539115,2262,-3005,88178,10.3,9078,209444
177,13,1986,3272,1944,1007,8729,203112,80731,2.515911,2265,132,90087,10.4,9356,211841
178,13,1987,3251,1626,1061,8780,205442,82203,2.499203,2190,191,92060,10.7,9857,214222
179,13,1988,3231,925,1071,9384,208996,84226,2.481372,2160,1998,93728,10.1,9502,218380
180,13,1989,3230,1056,1065,10854,211500,85911,2.46185,2165,1809,94466,9.1,8555,222354
181,13,1990,3320,1375,1094,8640,217374,88402,2.458926,2226,1434,94621,6.6,6219,226014
182,13,1991,3323,1478,1104,9097,221880,89867,2.468982,2219,2744,96048,6.4,6181,230977
183,13,1992,3332,2734,1043,9266,229131,93100,2.461128,2289,5131,97631,4.6,4531,238397
184,13,1993,3228,2684,1191,9561,237714,96796,2.455825,2037,6841,100204,3.4,3408,247275
185,13,1994,3166,2191,1205,9469,243256,98566,2.46795,1961,3489,102888,4.2,4322,252725
186,13,1995,3050,2938,1281,9606,247894,100377,2.46963,1769,3006,105055,4.5,4678,257500
187,13,1996,3199,2588,1242,9561,252204,102053,2.471304,1957,2308,107800,5.3,5747,261765
188,13,1997,3182,3062,1352,9328,256735,104480,2.457265,1830,2468,110475,5.4,5995,266063
189,13,1998,3377,4687,1343,9514,264601,107096,2.47069,2034,6018,113224,5.4,6128,274115
190,13,1999,3513,2780,1369,9700,274224,109720,2.499307,2144,7665,117952,7,8232,283924
191,13,2000,3719,621,1388,8506,267749,109578,2.443455803,2331,-10004,114121,3.980862418,4543,276255
192,13,2001,3833,2483,1444,8794,274716,112448,2.443049232,2389,4866,116588,3.550965794,4140,283510
193,13,2002,3829,2230,1403,8906,275527,112904,2.440365266,2426,-1503,118445,4.678120647,5541,284433
194,13,2003,3636,1775,1474,8883,273880,112395,2.436763201,2162,-3832,120272,6.549321538,7877,282763
195,13,2004,3571,1606,1434,8600,274688,112905,2.432912626,2137,-1612,121715,7.238220433,8810,283288
196,13,2005,3510,1771,1378,8562,274348,112978,2.42833118,2132,-2510,123133,8.247179879,10155,282910
197,13,2006,3511,1427,1471,9931,276202,113945,2.423994032,2040,1183,124311,8.338763263,10366,286133
198,13,2007,3390,953,1481,9809,278948,115320,2.41890392,1909,715,125261,7.936229154,9941,288757
199,13,2008,3353,701,1524,9935,281892,116788,2.413706888,1829,1241,125999,7.310375479,9211,291827
200,13,2009,3187,1044,1512,9879,283762,117841,2.4080074,1675,139,126756,7.03319764,8915,293641
201,14,1985,0,0,0,0,0,0,0,0,0,0,0,0,0
202,14,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
203,14,1987,0,0,0,0,0,0,0,0,0,0,0,0,0
204,14,1988,0,0,0,0,0,0,0,0,0,0,0,0,0
205,14,1989,0,0,0,0,0,0,0,0,0,0,0,0,0
206,14,1990,0,0,0,0,0,0,0,0,0,0,0,0,0
207,14,1991,0,0,0,0,0,0,0,0,0,0,0,0,0
208,14,1992,0,0,0,0,0,0,0,0,0,0,0,0,0
209,14,1993,0,0,0,0,0,0,0,0,0,0,0,0,0
210,14,1994,0,0,0,0,0,0,0,0,0,0,0,0,0
211,14,1995,0,0,0,0,0,0,0,0,0,0,0,0,0
212,14,1996,0,0,0,0,0,0,0,0,0,0,0,0,0
213,14,1997,0,0,0,0,0,0,0,0,0,0,0,0,0
214,14,1998,0,0,0,0,0,0,0,0,0,0,0,0,0
215,14,1999,0,0,0,0,0,0,0,0,0,0,0,0,0
216,14,2000,0,112,0,7,38537,13949,2.762707004,0,38544,14450,3.467128028,501,38544
217,14,2001,0,446,0,7,41380,15071,2.745670493,0,2843,15056,-0.099628055,-15,41387
218,14,2002,421,1070,116,7,42425,15548,2.728646771,305,740,15881,2.096845287,333,42432
219,14,2003,689,856,190,7,44953,16578,2.711605743,499,2029,16800,1.321428571,222,44960
220,14,2004,604,621,208,7,46399,17219,2.694639642,396,1050,17548,1.874857534,329,46406
221,14,2005,649,715,193,7,48244,18018,2.677544678,456,1389,18778,4.047289381,760,48251
222,14,2006,676,742,228,7,51145,19223,2.660614888,448,2453,19729,2.564752395,506,51152
223,14,2007,722,1027,231,7,53321,20170,2.643579574,491,1685,20727,2.687316061,557,53328
224,14,2008,723,1006,230,7,54393,20709,2.626539186,493,579,21472,3.553464978,763,54400
225,14,2009,693,794,244,7,55371,21219,2.609500919,449,529,22327,4.962601335,1108,55378
226,15,1985,156,73,107,612,11737,4543,2.583535,49,-538,6402,29,1859,12349
227,15,1986,169,39,136,620,11853,4617,2.567251,33,91,6473,28.7,1856,12473
228,15,1987,129,49,107,620,11833,4632,2.55462,22,-42,6511,28.9,1879,12453
229,15,1988,148,58,120,923,11467,4434,2.586153,28,-91,6572,32.5,2138,12390
230,15,1989,132,42,121,1128,11431,4532,2.522286,11,158,6575,31.1,2043,12559
231,15,1990,133,36,107,1158,11548,4848,2.382013,26,121,6547,26,1699,12706
232,15,1991,125,104,117,1230,11634,5027,2.314303,8,150,6583,23.6,1556,12864
233,15,1992,112,83,155,1288,11833,5108,2.316562,-43,300,6687,23.6,1579,13121
234,15,1993,128,117,142,1535,12165,5176,2.350271,-14,593,6770,23.5,1594,13700
235,15,1994,127,182,157,1314,12793,5438,2.352519,-30,437,6887,21,1449,14107
236,15,1995,115,211,121,1248,13408,5719,2.344466,-6,555,7069,19.1,1350,14656
237,15,1996,111,253,139,1291,13834,5932,2.332097,-28,497,7280,18.5,1348,15125
238,15,1997,132,166,162,1331,14075,6102,2.306621,-30,311,7533,19,1431,15406
239,15,1998,143,197,144,1351,14175,6147,2.306003,-1,121,7699,20.2,1552,15526
240,15,1999,138,218,126,1371,14565,6350,2.293701,12,398,7914,19.8,1564,15936
241,15,2000,137,56,134,1363,14949,6623,2.257134229,3,374,8449,21.61202509,1826,16312
242,15,2001,157,224,146,1337,15073,6707,2.247353511,11,87,8660,22.55196305,1953,16410
243,15,2002,139,213,162,1333,15313,6844,2.237434249,-23,259,8840,22.57918552,1996,16646
244,15,2003,137,241,137,1360,15434,6928,2.227771363,0,148,9060,23.53200883,2132,16794
245,15,2004,147,196,147,1332,15614,7041,2.21758273,0,152,9243,23.82343395,2202,16946
246,15,2005,151,164,140,1338,15684,7109,2.206217471,11,65,9419,24.52489649,2310,17022
247,15,2006,142,151,162,1336,15648,7127,2.195594219,-20,-18,9549,25.36391245,2422,16984
248,15,2007,132,154,153,1408,15830,7247,2.184352146,-21,275,9725,25.48071979,2478,17238
249,15,2008,130,209,169,1337,16066,7391,2.1737248,-39,204,9943,25.6662979,2552,17403
250,15,2009,156,130,143,1366,16238,7507,2.163047822,13,188,9988,24.83980777,2481,17604
251,17,1985,55,3,21,14,2280,965,2.362694,34,23,1060,9,95,2294
252,17,1986,35,2,24,13,2172,937,2.318036,11,-120,1090,14,153,2185
253,17,1987,37,1,27,13,2084,919,2.267682,10,-98,1119,17.9,200,2097
254,17,1988,48,5,26,14,2194,985,2.227411,22,89,1122,12.2,137,2208
255,17,1989,46,2,35,15,2299,1021,2.251714,11,95,1128,9.5,107,2314
256,17,1990,26,4,22,45,2368,904,2.619469,4,95,1083,16.5,179,2413
257,17,1991,40,2,24,40,2436,818,2.977995,16,47,1087,24.7,269,2476
258,17,1992,41,3,22,45,2362,910,2.595604,19,-88,1089,16.4,179,2407
259,17,1993,36,5,21,44,2262,886,2.553047,15,-116,1092,18.9,206,2306
260,17,1994,20,4,21,44,2247,885,2.538983,-1,-14,1097,19.3,212,2291
261,17,1995,29,2,17,44,2225,880,2.528409,12,-34,1101,20.1,221,2269
262,17,1996,33,2,21,45,2239,893,2.507279,12,3,1103,19,210,2284
263,17,1997,19,6,26,46,2249,910,2.471429,-7,18,1105,17.6,195,2295
264,17,1998,30,2,26,46,2297,935,2.456685,4,44,1111,15.8,176,2343
265,17,1999,32,3,23,46,2233,916,2.437773,9,-73,1113,17.7,197,2279
266,17,2000,23,1,15,30,2186,876,2.49543379,8,-68,1103,20.58023572,227,2216
267,17,2001,17,3,15,30,2143,865,2.477456647,2,-45,1090,20.64220183,225,2173
268,17,2002,28,4,20,30,2132,869,2.453394707,8,-19,1078,19.3877551,209,2162
269,17,2003,21,0,32,30,2089,861,2.426248548,-11,-32,1064,19.07894737,203,2119
270,17,2004,17,1,28,30,2040,847,2.40850059,-11,-38,1050,19.33333333,203,2070
271,17,2005,22,3,27,30,2011,844,2.382701422,-5,-24,1038,18.68978805,194,2041
272,17,2006,21,3,21,30,1947,823,2.365735115,0,-64,1026,19.78557505,203,1977
273,17,2007,26,1,14,30,1880,801,2.347066167,12,-79,1013,20.92793682,212,1910
274,17,2008,24,0,19,30,1868,804,2.323383085,5,-17,999,19.51951952,195,1898
275,17,2009,22,0,34,30,1803,785,2.296815287,-12,-53,985,20.30456853,200,1833
276,19,1985,140,53,40,45,7891,3093,2.551245,100,84,4596,32.7,1503,7936
277,19,1986,123,35,37,46,8113,3184,2.548053,86,137,4647,31.5,1463,8159
278,19,1987,131,39,26,44,7778,3055,2.54599,105,-442,4681,34.7,1626,7822
279,19,1988,112,18,33,43,7684,3024,2.541005,79,-174,4724,36,1700,7727
280,19,1989,115,18,35,42,7625,3006,2.536593,80,-140,4839,37.9,1833,7667
281,19,1990,105,23,34,45,7568,3153,2.400254,71,-125,4811,34.5,1658,7613
282,19,1991,108,22,32,41,7612,2972,2.561238,76,-36,4834,38.5,1862,7653
283,19,1992,114,65,34,44,7798,3132,2.489783,80,109,4856,35.5,1724,7842
284,19,1993,114,69,37,47,7990,3324,2.40373,77,118,4921,32.5,1597,8037
285,19,1994,118,81,44,50,8408,3485,2.412626,74,347,4990,30.2,1505,8458
286,19,1995,117,83,54,50,8634,3579,2.412406,63,163,5071,29.4,1492,8684
287,19,1996,122,93,50,50,8666,3606,2.403217,72,-40,5154,30,1548,8716
288,19,1997,103,83,36,51,8829,3700,2.386216,67,97,5247,29.5,1547,8880
289,19,1998,101,102,36,51,8947,3750,2.385867,65,53,5330,29.6,1580,8998
290,19,1999,116,88,42,51,9132,3827,2.386203,74,111,5432,29.5,1605,9183
291,19,2000,110,14,39,42,9319,4050,2.300987654,71,104,5175,21.73913043,1125,9361
292,19,2001,118,56,38,42,9422,4122,2.2857836,80,23,5245,21.41086749,1123,9464
293,19,2002,108,63,50,42,9424,4151,2.270296314,58,-56,5313,21.87088274,1162,9466
294,19,2003,92,71,48,42,9475,4200,2.255952381,44,7,5382,21.96209588,1182,9517
295,19,2004,102,56,44,42,9419,4203,2.24101832,58,-114,5461,23.03607398,1258,9461
296,19,2005,99,41,60,42,9350,4203,2.224601475,39,-108,5511,23.73434948,1308,9392
297,19,2006,121,34,42,42,9237,4179,2.210337401,79,-192,5545,24.63480613,1366,9279
298,19,2007,82,33,57,42,9291,4233,2.194897236,25,29,5596,24.35668335,1363,9333
299,19,2008,99,22,43,42,9252,4243,2.180532642,56,-95,5638,24.7428166,1395,9294
300,19,2009,76,15,43,42,9018,4165,2.165186074,33,-267,5664,26.46539548,1499,9060
301,21,1985,143,1,60,0,7776,2486,3.127916,83,-312,3316,25,830,7776
302,21,1986,137,0,79,0,7947,2576,3.085016,58,113,3313,22.2,737,7947
