"COUNTY","CFIPS","YEAR","AGE","GENDER","Labor Force","Universe","Participation Rate",
"Pueblo County","101","2017","25 to 34","","17,281.61","20,712.47","83.44",
"Pueblo County","101","2017","35 to 44","","16,740.01","19,996.9","83.71",
"Pueblo County","101","2017","45 to 54","","16,212.02","20,113.42","80.60",
"Pueblo County","101","2017","55 to 64","","12,448.81","22,122.38","56.27",
"Pueblo County","101","2017","65 and over","","4,557.55","29,845.55","15.27",
"Pueblo County","101","2018","16 to 19","","4,268.16","9,827.58","43.43",
"Pueblo County","101","2018","20 to 24","","9,510.96","13,779.42","69.02",
"Pueblo County","101","2018","25 to 34","","18,104.76","21,710.26","83.39",
"Pueblo County","101","2018","35 to 44","","17,154.12","20,502.92","83.67",
"Pueblo County","101","2018","45 to 54","","15,980.65","19,839.73","80.55",
"Pueblo County","101","2018","55 to 64","","12,510.26","22,127.07","56.54",
"Pueblo County","101","2018","65 and over","","4,781.5","30,817.85","15.52",
"Rio Blanco County","103","2010","16 to 19","","190.17","369","51.54",
"Rio Blanco County","103","2010","20 to 24","","434.51","442","98.31",
"Rio Blanco County","103","2010","25 to 34","","841.69","867","97.08",
"Rio Blanco County","103","2010","35 to 44","","746.83","766","97.50",
"Rio Blanco County","103","2010","45 to 54","","1,037.84","1,081","96.01",
"Rio Blanco County","103","2010","55 to 64","","721.85","830","86.97",
"Rio Blanco County","103","2010","65 and over","","270","789.29","34.21",
"Rio Blanco County","103","2011","16 to 19","","176.86","354.45","49.90",
"Rio Blanco County","103","2011","20 to 24","","447.35","459.55","97.35",
"Rio Blanco County","103","2011","25 to 34","","878.43","907.44","96.80",
"Rio Blanco County","103","2011","35 to 44","","766.16","786.92","97.36",
"Rio Blanco County","103","2011","45 to 54","","1,004.26","1,045.1","96.09",
"Rio Blanco County","103","2011","55 to 64","","764.25","875.44","87.30",
"Rio Blanco County","103","2011","65 and over","","287.45","819.52","35.08",
"Rio Blanco County","103","2012","16 to 19","","166.83","345.81","48.24",
"Rio Blanco County","103","2012","20 to 24","","442.88","457.21","96.87",
"Rio Blanco County","103","2012","25 to 34","","906.05","936.88","96.71",
"Rio Blanco County","103","2012","35 to 44","","777.6","799.41","97.27",
"Rio Blanco County","103","2012","45 to 54","","966.81","1,007.3","95.98",
"Rio Blanco County","103","2012","55 to 64","","782.21","888.76","88.01",
"Rio Blanco County","103","2012","65 and over","","311.42","854.93","36.43",
"Rio Blanco County","103","2013","16 to 19","","175.06","371.51","47.12",
"Rio Blanco County","103","2013","20 to 24","","417.08","433.05","96.31",
"Rio Blanco County","103","2013","25 to 34","","914.14","947.07","96.52",
"Rio Blanco County","103","2013","35 to 44","","791","813.64","97.22",
"Rio Blanco County","103","2013","45 to 54","","925.18","965","95.87",
"Rio Blanco County","103","2013","55 to 64","","810.22","915.04","88.54",
"Rio Blanco County","103","2013","65 and over","","329.82","877.57","37.58",
"Rio Blanco County","103","2014","16 to 19","","171.95","373.12","46.08",
"Rio Blanco County","103","2014","20 to 24","","397.55","415.73","95.63",
"Rio Blanco County","103","2014","25 to 34","","913.23","948.38","96.29",
"Rio Blanco County","103","2014","35 to 44","","803.49","827.53","97.09",
"Rio Blanco County","103","2014","45 to 54","","884.23","922.78","95.82",
"Rio Blanco County","103","2014","55 to 64","","846.15","951.29","88.95",
"Rio Blanco County","103","2014","65 and over","","346.79","898","38.62",
"Rio Blanco County","103","2015","16 to 19","","162.75","362.8","44.86",
"Rio Blanco County","103","2015","20 to 24","","374.07","394.9","94.73",
"Rio Blanco County","103","2015","25 to 34","","920.39","957.59","96.12",
"Rio Blanco County","103","2015","35 to 44","","813.23","838.14","97.03",
"Rio Blanco County","103","2015","45 to 54","","858.45","896.5","95.76",
"Rio Blanco County","103","2015","55 to 64","","871.52","972.88","89.58",
"Rio Blanco County","103","2015","65 and over","","367.57","925.93","39.70",
"Rio Blanco County","103","2016","16 to 19","","155.46","355.39","43.74",
"Rio Blanco County","103","2016","20 to 24","","357.31","380.58","93.89",
"Rio Blanco County","103","2016","25 to 34","","923.78","962.86","95.94",
"Rio Blanco County","103","2016","35 to 44","","829.71","855.64","96.97",
"Rio Blanco County","103","2016","45 to 54","","839.72","876.82","95.77",
"Rio Blanco County","103","2016","55 to 64","","900.58","1,001.38","89.93",
"Rio Blanco County","103","2016","65 and over","","384.1","946.58","40.58",
"Rio Blanco County","103","2017","16 to 19","","150.19","353.74","42.46",
"Rio Blanco County","103","2017","20 to 24","","365.65","392.65","93.12",
"Rio Blanco County","103","2017","25 to 34","","945.46","987.87","95.71",
"Rio Blanco County","103","2017","35 to 44","","873.99","902.25","96.87",
"Rio Blanco County","103","2017","45 to 54","","816.4","852.99","95.71",
"Rio Blanco County","103","2017","55 to 64","","923.99","1,023.28","90.30",
"Rio Blanco County","103","2017","65 and over","","400.35","970.19","41.27",
"Rio Blanco County","103","2018","16 to 19","","150.1","365.85","41.03",
"Rio Blanco County","103","2018","20 to 24","","376.72","407.77","92.39",
"Rio Blanco County","103","2018","25 to 34","","944.2","987.77","95.59",
"Rio Blanco County","103","2018","35 to 44","","935.7","966.64","96.80",
"Rio Blanco County","103","2018","45 to 54","","797.35","833.53","95.66",
"Rio Blanco County","103","2018","55 to 64","","935.43","1,031.98","90.64",
"Rio Blanco County","103","2018","65 and over","","415.37","990.17","41.95",
"Rio Grande County","105","2010","16 to 19","","330.89","653","50.67",
"Rio Grande County","105","2010","20 to 24","","535.09","640","83.61",
"Rio Grande County","105","2010","25 to 34","","1,097.61","1,252","87.67",
"Rio Grande County","105","2010","35 to 44","","1,246.72","1,349","92.42",
"Rio Grande County","105","2010","45 to 54","","1,514.37","1,771","85.51",
"Rio Grande County","105","2010","55 to 64","","1,230.97","1,740","70.75",
"Rio Grande County","105","2010","65 and over","","327.62","1,841.61","17.79",
"Rio Grande County","105","2011","16 to 19","","320.12","650.43","49.22",
"Rio Grande County","105","2011","20 to 24","","486.22","588.22","82.66",
"Rio Grande County","105","2011","25 to 34","","1,076.21","1,231.06","87.42",
"Rio Grande County","105","2011","35 to 44","","1,217.35","1,319.5","92.26",
"Rio Grande County","105","2011","45 to 54","","1,461.86","1,707.86","85.60",
"Rio Grande County","105","2011","55 to 64","","1,293.5","1,819.08","71.11",
"Rio Grande County","105","2011","65 and over","","339.99","1,859.84","18.28",
"Rio Grande County","105","2012","16 to 19","","298.13","624.14","47.77",
"Rio Grande County","105","2012","20 to 24","","505.23","613.17","82.40",
"Rio Grande County","105","2012","25 to 34","","1,121.38","1,284.15","87.32",
"Rio Grande County","105","2012","35 to 44","","1,251.21","1,357.27","92.19",
"Rio Grande County","105","2012","45 to 54","","1,430.87","1,672.67","85.54",
"Rio Grande County","105","2012","55 to 64","","1,311.54","1,830.56","71.65",
"Rio Grande County","105","2012","65 and over","","363.48","1,915.78","18.97",
"Rio Grande County","105","2013","16 to 19","","273.67","588.07","46.54",
"Rio Grande County","105","2013","20 to 24","","540.74","661.07","81.80",
"Rio Grande County","105","2013","25 to 34","","1,141.42","1,309.22","87.18",
"Rio Grande County","105","2013","35 to 44","","1,296.75","1,408.32","92.08",
"Rio Grande County","105","2013","45 to 54","","1,397.63","1,636.93","85.38",
"Rio Grande County","105","2013","55 to 64","","1,327.38","1,840.37","72.13",
"Rio Grande County","105","2013","65 and over","","388.58","1,980.35","19.62",
"Rio Grande County","105","2014","16 to 19","","256.87","566.84","45.32",
"Rio Grande County","105","2014","20 to 24","","560.4","689.79","81.24",
"Rio Grande County","105","2014","25 to 34","","1,172.09","1,347.6","86.98",
"Rio Grande County","105","2014","35 to 44","","1,317.39","1,433.29","91.91",
"Rio Grande County","105","2014","45 to 54","","1,360.93","1,594.37","85.36",
"Rio Grande County","105","2014","55 to 64","","1,347.75","1,858.56","72.52",
"Rio Grande County","105","2014","65 and over","","411.79","2,039.08","20.19",
"Rio Grande County","105","2015","16 to 19","","254.79","580.02","43.93",
"Rio Grande County","105","2015","20 to 24","","573.97","711.27","80.70",
"Rio Grande County","105","2015","25 to 34","","1,199.06","1,380.95","86.83",
"Rio Grande County","105","2015","35 to 44","","1,367.81","1,487.53","91.95",
"Rio Grande County","105","2015","45 to 54","","1,329.61","1,560.29","85.22",
"Rio Grande County","105","2015","55 to 64","","1,363.67","1,868.06","73.00",
"Rio Grande County","105","2015","65 and over","","438.61","2,109.76","20.79",
"Rio Grande County","105","2016","16 to 19","","262.7","617.04","42.57",
"Rio Grande County","105","2016","20 to 24","","579.31","723.35","80.09",
"Rio Grande County","105","2016","25 to 34","","1,235.37","1,425.19","86.68",
"Rio Grande County","105","2016","35 to 44","","1,414.55","1,538.37","91.95",
"Rio Grande County","105","2016","45 to 54","","1,299.9","1,525.84","85.19",
"Rio Grande County","105","2016","55 to 64","","1,376.95","1,878.98","73.28",
"Rio Grande County","105","2016","65 and over","","463.26","2,168.37","21.36",
"Rio Grande County","105","2017","16 to 19","","261.37","634.59","41.19",
"Rio Grande County","105","2017","20 to 24","","566.49","713.79","79.36",
"Rio Grande County","105","2017","25 to 34","","1,295.29","1,497.91","86.47",
"Rio Grande County","105","2017","35 to 44","","1,441.05","1,569.75","91.80",
"Rio Grande County","105","2017","45 to 54","","1,293.26","1,517.89","85.20",
"Rio Grande County","105","2017","55 to 64","","1,383.97","1,878.67","73.67",
"Rio Grande County","105","2017","65 and over","","482.97","2,226.34","21.69",
"Rio Grande County","105","2018","16 to 19","","260.63","649.85","40.11",
"Rio Grande County","105","2018","20 to 24","","541.21","685.98","78.90",
"Rio Grande County","105","2018","25 to 34","","1,351.65","1,564.77","86.38",
"Rio Grande County","105","2018","35 to 44","","1,487.79","1,621.76","91.74",
"Rio Grande County","105","2018","45 to 54","","1,304.9","1,530.24","85.27",
"Rio Grande County","105","2018","55 to 64","","1,358.99","1,837.49","73.96",
"Rio Grande County","105","2018","65 and over","","508.78","2,307.4","22.05",
"Routt County","107","2010","16 to 19","","482.76","1,102","43.81",
"Routt County","107","2010","20 to 24","","1,174.2","1,341","87.56",
"Routt County","107","2010","25 to 34","","3,099.08","3,586","86.42",
"Routt County","107","2010","35 to 44","","3,142.33","3,550","88.52",
"Routt County","107","2010","45 to 54","","3,372.6","4,020","83.90",
"Routt County","107","2010","55 to 64","","2,645.83","3,606","73.37",
"Routt County","107","2010","65 and over","","579.12","1,956","29.61",
"Routt County","107","2011","16 to 19","","456.95","1,078.02","42.39",
"Routt County","107","2011","20 to 24","","988.41","1,138.57","86.81",
"Routt County","107","2011","25 to 34","","3,028.74","3,514.27","86.18",
"Routt County","107","2011","35 to 44","","3,175.22","3,589.03","88.47",
"Routt County","107","2011","45 to 54","","3,254.96","3,878.14","83.93",
"Routt County","107","2011","55 to 64","","2,743.66","3,720.14","73.75",
"Routt County","107","2011","65 and over","","634.78","2,083.74","30.46",
"Routt County","107","2012","16 to 19","","459.94","1,123.97","40.92",
"Routt County","107","2012","20 to 24","","983.05","1,138.77","86.33",
"Routt County","107","2012","25 to 34","","3,092.43","3,596.88","85.98",
"Routt County","107","2012","35 to 44","","3,321.74","3,752.25","88.53",
"Routt County","107","2012","45 to 54","","3,134.22","3,738.91","83.83",
"Routt County","107","2012","55 to 64","","2,807.75","3,778.28","74.31",
"Routt County","107","2012","65 and over","","719.17","2,277.62","31.58",
"Routt County","107","2013","16 to 19","","470.2","1,179.57","39.86",
"Routt County","107","2013","20 to 24","","1,037.99","1,210.71","85.73",
"Routt County","107","2013","25 to 34","","3,127.92","3,646.67","85.77",
"Routt County","107","2013","35 to 44","","3,370.26","3,807.03","88.53",
"Routt County","107","2013","45 to 54","","3,090.5","3,691.18","83.73",
"Routt County","107","2013","55 to 64","","2,854.06","3,816.95","74.77",
"Routt County","107","2013","65 and over","","808.4","2,481.41","32.58",
"Routt County","107","2014","16 to 19","","458.53","1,180.16","38.85",
"Routt County","107","2014","20 to 24","","1,093.67","1,288.04","84.91",
"Routt County","107","2014","25 to 34","","3,138.36","3,665.7","85.61",
"Routt County","107","2014","35 to 44","","3,417.19","3,867.01","88.37",
"Routt County","107","2014","45 to 54","","3,062.32","3,658.11","83.71",
"Routt County","107","2014","55 to 64","","2,914.58","3,876.12","75.19",
"Routt County","107","2014","65 and over","","893.51","2,678.72","33.36",
"Routt County","107","2015","16 to 19","","457.94","1,217.9","37.60",
"Routt County","107","2015","20 to 24","","1,126.86","1,341.25","84.02",
"Routt County","107","2015","25 to 34","","3,149.92","3,684.61","85.49",
"Routt County","107","2015","35 to 44","","3,481.43","3,941.32","88.33",
"Routt County","107","2015","45 to 54","","3,057.24","3,653.24","83.69",
"Routt County","107","2015","55 to 64","","2,982.77","3,944.81","75.61",
"Routt County","107","2015","65 and over","","982.38","2,866.9","34.27",
"Routt County","107","2016","16 to 19","","460.52","1,258","36.61",
"Routt County","107","2016","20 to 24","","1,152.39","1,387.11","83.08",
"Routt County","107","2016","25 to 34","","3,148.54","3,689.36","85.34",
"Routt County","107","2016","35 to 44","","3,576.25","4,052.34","88.25",
"Routt County","107","2016","45 to 54","","3,112.88","3,718.55","83.71",
"Routt County","107","2016","55 to 64","","2,986.78","3,936.12","75.88",
"Routt County","107","2016","65 and over","","1,071.68","3,046.7","35.18",
"Routt County","107","2017","16 to 19","","452.69","1,274.02","35.53",
"Routt County","107","2017","20 to 24","","1,199.91","1,456.38","82.39",
"Routt County","107","2017","25 to 34","","3,143.86","3,693.61","85.12",
"Routt County","107","2017","35 to 44","","3,686.65","4,185.69","88.08",
"Routt County","107","2017","45 to 54","","3,185.94","3,805.65","83.72",
"Routt County","107","2017","55 to 64","","2,941.59","3,861.21","76.18",
"Routt County","107","2017","65 and over","","1,163.96","3,252.87","35.78",
"Routt County","107","2018","16 to 19","","465.24","1,343.11","34.64",
"Routt County","107","2018","20 to 24","","1,199.36","1,468.15","81.69",
"Routt County","107","2018","25 to 34","","3,145.93","3,700.52","85.01",
"Routt County","107","2018","35 to 44","","3,821.54","4,345.15","87.95",
"Routt County","107","2018","45 to 54","","3,246.34","3,878.72","83.70",
"Routt County","107","2018","55 to 64","","2,874.74","3,758.51","76.49",
"Routt County","107","2018","65 and over","","1,260.47","3,472.23","36.30",
"Saguache County","109","2010","16 to 19","","168.23","332","50.67",
"Saguache County","109","2010","20 to 24","","264.08","313","84.37",
"Saguache County","109","2010","25 to 34","","557.72","636","87.69",
"Saguache County","109","2010","35 to 44","","593.33","640","92.71",
"Saguache County","109","2010","45 to 54","","789.57","921","85.73",
"Saguache County","109","2010","55 to 64","","790.73","1,116","70.85",
"Saguache County","109","2010","65 and over","","161.65","897","18.02",
"Saguache County","109","2011","16 to 19","","156.49","317.92","49.22",
"Saguache County","109","2011","20 to 24","","271.68","324.47","83.73",
"Saguache County","109","2011","25 to 34","","578.32","661.48","87.43",
"Saguache County","109","2011","35 to 44","","602.23","649.42","92.73",
"Saguache County","109","2011","45 to 54","","792.58","925.12","85.67",
"Saguache County","109","2011","55 to 64","","812.06","1,139.99","71.23",
"Saguache County","109","2011","65 and over","","176.74","953.81","18.53",
"Saguache County","109","2012","16 to 19","","133.59","279.68","47.77",
"Saguache County","109","2012","20 to 24","","290.02","348.25","83.28",
"Saguache County","109","2012","25 to 34","","605.48","693.34","87.33",
"Saguache County","109","2012","35 to 44","","612.53","660.25","92.77",
"Saguache County","109","2012","45 to 54","","776.84","909.7","85.40",
"Saguache County","109","2012","55 to 64","","798.89","1,112.13","71.83",
"Saguache County","109","2012","65 and over","","200.06","1,039.32","19.25",
"Saguache County","109","2013","16 to 19","","121.64","261.42","46.53",
"Saguache County","109","2013","20 to 24","","303.24","367.83","82.44",
"Saguache County","109","2013","25 to 34","","627.17","719.38","87.18",
"Saguache County","109","2013","35 to 44","","631.23","681.13","92.67",
"Saguache County","109","2013","45 to 54","","750.34","879.58","85.31",
"Saguache County","109","2013","55 to 64","","794.22","1,099.12","72.26",
"Saguache County","109","2013","65 and over","","220.59","1,107.69","19.91",
"Saguache County","109","2014","16 to 19","","115.52","254.94","45.31",
"Saguache County","109","2014","20 to 24","","306.95","376.39","81.55",
"Saguache County","109","2014","25 to 34","","651.39","748.93","86.98",
"Saguache County","109","2014","35 to 44","","664.55","718.71","92.46",
"Saguache County","109","2014","45 to 54","","725.21","849.66","85.35",
"Saguache County","109","2014","55 to 64","","788.04","1,085.04","72.63",
"Saguache County","109","2014","65 and over","","239.09","1,168.8","20.46",
"Saguache County","109","2015","16 to 19","","119.32","271.5","43.95",
"Saguache County","109","2015","20 to 24","","304.3","377.25","80.66",
"Saguache County","109","2015","25 to 34","","674.26","776.62","86.82",
"Saguache County","109","2015","35 to 44","","698.09","756.73","92.25",
"Saguache County","109","2015","45 to 54","","711.37","833.25","85.37",
"Saguache County","109","2015","55 to 64","","767.92","1,050.24","73.12",
"Saguache County","109","2015","65 and over","","261.84","1,245.41","21.02",
"Saguache County","109","2016","16 to 19","","121.55","285.21","42.62",
"Saguache County","109","2016","20 to 24","","284.63","356.18","79.91",
"Saguache County","109","2016","25 to 34","","705.24","813.73","86.67",
"Saguache County","109","2016","35 to 44","","734.97","797.31","92.18",
"Saguache County","109","2016","45 to 54","","702.68","822.65","85.42",
"Saguache County","109","2016","55 to 64","","751.82","1,024.66","73.37",
"Saguache County","109","2016","65 and over","","281.61","1,303.63","21.60",
"Saguache County","109","2017","16 to 19","","123.98","300.65","41.24",
"Saguache County","109","2017","20 to 24","","264.12","333.43","79.21",
"Saguache County","109","2017","25 to 34","","738.52","854.16","86.46",
"Saguache County","109","2017","35 to 44","","764.5","830.17","92.09",
"Saguache County","109","2017","45 to 54","","694.25","812.03","85.50",
"Saguache County","109","2017","55 to 64","","738.11","1,001.67","73.69",
"Saguache County","109","2017","65 and over","","300.47","1,368.81","21.95",
"Saguache County","109","2018","16 to 19","","128.85","321.09","40.13",
"Saguache County","109","2018","20 to 24","","256.7","325.86","78.78",
"Saguache County","109","2018","25 to 34","","760.26","880.22","86.37",
"Saguache County","109","2018","35 to 44","","805.04","874.01","92.11",
"Saguache County","109","2018","45 to 54","","691","808.23","85.50",
"Saguache County","109","2018","55 to 64","","708.76","957.62","74.01",
"Saguache County","109","2018","65 and over","","320.4","1,440.01","22.25",
"San Juan County","111","2010","16 to 19","","8.23","17","48.41",
"San Juan County","111","2010","20 to 24","","22.99","28","82.11",
"San Juan County","111","2010","25 to 34","","85.27","103","82.79",
"San Juan County","111","2010","35 to 44","","84.97","96","88.51",
"San Juan County","111","2010","45 to 54","","102.41","119","86.06",
"San Juan County","111","2010","55 to 64","","89.26","138","64.68",
"San Juan County","111","2010","65 and over","","14.35","91","15.77",
"San Juan County","111","2011","16 to 19","","9.54","20.32","46.95",
"San Juan County","111","2011","20 to 24","","18.64","22.67","82.22",
"San Juan County","111","2011","25 to 34","","80.01","97.41","82.14",
"San Juan County","111","2011","35 to 44","","79.99","90.56","88.33",
"San Juan County","111","2011","45 to 54","","93.18","108.06","86.23",
"San Juan County","111","2011","55 to 64","","91.56","140.71","65.07",
"San Juan County","111","2011","65 and over","","15.19","93.89","16.18",
"San Juan County","111","2012","16 to 19","","11.52","25.47","45.23",
"San Juan County","111","2012","20 to 24","","13.88","17.01","81.60",
"San Juan County","111","2012","25 to 34","","80.71","98.62","81.84",
"San Juan County","111","2012","35 to 44","","84.95","96.31","88.20",
"San Juan County","111","2012","45 to 54","","86.28","100.1","86.19",
"San Juan County","111","2012","55 to 64","","82.6","125.83","65.64",
"San Juan County","111","2012","65 and over","","18.93","113.5","16.68",
"San Juan County","111","2013","16 to 19","","10.57","24","44.04",
"San Juan County","111","2013","20 to 24","","14.36","17.78","80.76",
"San Juan County","111","2013","25 to 34","","78.66","95.84","82.07",
"San Juan County","111","2013","35 to 44","","84.56","96.2","87.90",
"San Juan County","111","2013","45 to 54","","83.68","97.25","86.05",
"San Juan County","111","2013","55 to 64","","82.62","124.85","66.18",
"San Juan County","111","2013","65 and over","","20.53","119.73","17.15",
"San Juan County","111","2014","16 to 19","","13.38","31.16","42.94",
"San Juan County","111","2014","20 to 24","","15.02","18.73","80.19",
"San Juan County","111","2014","25 to 34","","74.93","91.57","81.83",
"San Juan County","111","2014","35 to 44","","88.33","100.5","87.89",
"San Juan County","111","2014","45 to 54","","83.23","96.97","85.83",
"San Juan County","111","2014","55 to 64","","81.6","122.39","66.67",
"San Juan County","111","2014","65 and over","","21.72","124.03","17.51",
"San Juan County","111","2015","16 to 19","","14.11","33.87","41.66",
"San Juan County","111","2015","20 to 24","","18","22.78","79.02",
"San Juan County","111","2015","25 to 34","","75.62","92.44","81.80",
"San Juan County","111","2015","35 to 44","","87.63","99.71","87.88",
"San Juan County","111","2015","45 to 54","","84.42","98.62","85.60",
"San Juan County","111","2015","55 to 64","","79.99","119.02","67.21",
"San Juan County","111","2015","65 and over","","22.83","126.96","17.98",
"San Juan County","111","2016","16 to 19","","13.45","33.19","40.52",
"San Juan County","111","2016","20 to 24","","21.61","27.39","78.90",
"San Juan County","111","2016","25 to 34","","69.2","84.48","81.91",
"San Juan County","111","2016","35 to 44","","89.94","102.87","87.43",
"San Juan County","111","2016","45 to 54","","84.95","98.91","85.89",
"San Juan County","111","2016","55 to 64","","75.9","112.55","67.44",
"San Juan County","111","2016","65 and over","","24.72","134.05","18.44",
"San Juan County","111","2017","16 to 19","","13.42","34.13","39.32",
"San Juan County","111","2017","20 to 24","","22.28","28.34","78.62",
"San Juan County","111","2017","25 to 34","","61.64","75.5","81.64",
"San Juan County","111","2017","35 to 44","","94.94","108.94","87.15",
"San Juan County","111","2017","45 to 54","","85.8","99.64","86.11",
"San Juan County","111","2017","55 to 64","","75.59","111.74","67.65",
"San Juan County","111","2017","65 and over","","25.63","136.73","18.74",
"San Juan County","111","2018","16 to 19","","12.14","31.68","38.32",
"San Juan County","111","2018","20 to 24","","24.66","31.41","78.51",
"San Juan County","111","2018","25 to 34","","61.05","74.95","81.45",
"San Juan County","111","2018","35 to 44","","93.33","107.06","87.18",
"San Juan County","111","2018","45 to 54","","86.16","100.48","85.75",
"San Juan County","111","2018","55 to 64","","74.53","109.59","68.01",
"San Juan County","111","2018","65 and over","","26.9","141.44","19.02",
"San Miguel County","113","2010","16 to 19","","99.21","208","47.70",
"San Miguel County","113","2010","20 to 24","","330.4","348","94.94",
"San Miguel County","113","2010","25 to 34","","1,194.12","1,264","94.47",
"San Miguel County","113","2010","35 to 44","","1,230.49","1,301","94.58",
"San Miguel County","113","2010","45 to 54","","1,182.51","1,291","91.60",
"San Miguel County","113","2010","55 to 64","","894.76","1,115","80.25",
"San Miguel County","113","2010","65 and over","","176.72","536","32.97",
"San Miguel County","113","2011","16 to 19","","115.66","251.26","46.03",
"San Miguel County","113","2011","20 to 24","","257.37","274.13","93.89",
"San Miguel County","113","2011","25 to 34","","1,201.5","1,275.65","94.19",
"San Miguel County","113","2011","35 to 44","","1,236.07","1,308.73","94.45",
"San Miguel County","113","2011","45 to 54","","1,187.32","1,294.82","91.70",
"San Miguel County","113","2011","55 to 64","","921.88","1,145","80.51",
"San Miguel County","113","2011","65 and over","","200.98","594.03","33.83",
"San Miguel County","113","2012","16 to 19","","133.2","298.66","44.60",
"San Miguel County","113","2012","20 to 24","","247.31","263.9","93.71",
"San Miguel County","113","2012","25 to 34","","1,261.08","1,342.36","93.94",
"San Miguel County","113","2012","35 to 44","","1,268.8","1,344.32","94.38",
"San Miguel County","113","2012","45 to 54","","1,192.89","1,301.73","91.64",
"San Miguel County","113","2012","55 to 64","","947.54","1,170.95","80.92",
"San Miguel County","113","2012","65 and over","","236.47","672.17","35.18",
"San Miguel County","113","2013","16 to 19","","138.8","321.99","43.11",
"San Miguel County","113","2013","20 to 24","","262.31","281.22","93.28",
"San Miguel County","113","2013","25 to 34","","1,288.49","1,375.31","93.69",
"San Miguel County","113","2013","35 to 44","","1,309.77","1,388.15","94.35",
"San Miguel County","113","2013","45 to 54","","1,209.72","1,321.53","91.54",
"San Miguel County","113","2013","55 to 64","","979.72","1,203.99","81.37",
"San Miguel County","113","2013","65 and over","","265.5","733.55","36.19",
"San Miguel County","113","2014","16 to 19","","147.31","350.2","42.06",
"San Miguel County","113","2014","20 to 24","","286.39","310.09","92.36",
"San Miguel County","113","2014","25 to 34","","1,281.31","1,371.71","93.41",
"San Miguel County","113","2014","35 to 44","","1,354.68","1,437.29","94.25",
"San Miguel County","113","2014","45 to 54","","1,241.99","1,357.88","91.47",
"San Miguel County","113","2014","55 to 64","","1,005.18","1,227.63","81.88",
"San Miguel County","113","2014","65 and over","","293.49","793.8","36.97",
"San Miguel County","113","2015","16 to 19","","149.31","364.48","40.97",
"San Miguel County","113","2015","20 to 24","","322.88","353.87","91.24",
"San Miguel County","113","2015","25 to 34","","1,260.32","1,352.59","93.18",
"San Miguel County","113","2015","35 to 44","","1,405.26","1,489.67","94.33",
"San Miguel County","113","2015","45 to 54","","1,272.68","1,394.28","91.28",
"San Miguel County","113","2015","55 to 64","","1,009.72","1,224.79","82.44",
"San Miguel County","113","2015","65 and over","","337.28","888.96","37.94",
"San Miguel County","113","2016","16 to 19","","147.41","371.42","39.69",
"San Miguel County","113","2016","20 to 24","","370.56","409.43","90.51",
"San Miguel County","113","2016","25 to 34","","1,238.68","1,332.56","92.95",
"San Miguel County","113","2016","35 to 44","","1,455.39","1,543.38","94.30",
"San Miguel County","113","2016","45 to 54","","1,321.24","1,448.4","91.22",
"San Miguel County","113","2016","55 to 64","","1,018.43","1,228.8","82.88",
"San Miguel County","113","2016","65 and over","","373.87","967.96","38.62",
"San Miguel County","113","2017","16 to 19","","153.77","397.62","38.67",
"San Miguel County","113","2017","20 to 24","","390.19","435.25","89.65",
"San Miguel County","113","2017","25 to 34","","1,219.84","1,316.54","92.65",
"San Miguel County","113","2017","35 to 44","","1,533.52","1,627.67","94.22",
"San Miguel County","113","2017","45 to 54","","1,352.3","1,484.07","91.12",
"San Miguel County","113","2017","55 to 64","","1,014.11","1,217.42","83.30",
"San Miguel County","113","2017","65 and over","","412","1,050.43","39.22",
"San Miguel County","113","2018","16 to 19","","159.74","424.15","37.66",
"San Miguel County","113","2018","20 to 24","","409.41","461.04","88.80",
"San Miguel County","113","2018","25 to 34","","1,197.71","1,295.23","92.47",
"San Miguel County","113","2018","35 to 44","","1,612.54","1,713.27","94.12",
"San Miguel County","113","2018","45 to 54","","1,393.34","1,528.64","91.15",
"San Miguel County","113","2018","55 to 64","","1,008.64","1,206.79","83.58",
"San Miguel County","113","2018","65 and over","","449.46","1,129.35","39.80",
"Sedgwick County","115","2010","16 to 19","","58.02","109","53.23",
"Sedgwick County","115","2010","20 to 24","","84.8","100","84.80",
"Sedgwick County","115","2010","25 to 34","","196.3","228","86.10",
"Sedgwick County","115","2010","35 to 44","","214.91","237","90.68",
"Sedgwick County","115","2010","45 to 54","","326.9","361","90.55",
"Sedgwick County","115","2010","55 to 64","","271.92","387","70.26",
"Sedgwick County","115","2010","65 and over","","103.08","549.7","18.75",
"Sedgwick County","115","2011","16 to 19","","55.41","107.05","51.76",
"Sedgwick County","115","2011","20 to 24","","74.95","88.87","84.34",
"Sedgwick County","115","2011","25 to 34","","194.06","225.92","85.90",
"Sedgwick County","115","2011","35 to 44","","212.62","235.08","90.45",
"Sedgwick County","115","2011","45 to 54","","304.58","336.16","90.61",
"Sedgwick County","115","2011","55 to 64","","278.24","393.74","70.67",
"Sedgwick County","115","2011","65 and over","","105.19","543.92","19.34",
"Sedgwick County","115","2012","16 to 19","","49.23","97.93","50.27",
"Sedgwick County","115","2012","20 to 24","","83.82","100.02","83.80",
"Sedgwick County","115","2012","25 to 34","","203.91","237.21","85.96",
"Sedgwick County","115","2012","35 to 44","","221.28","244.98","90.33",
"Sedgwick County","115","2012","45 to 54","","285.24","315.62","90.37",
"Sedgwick County","115","2012","55 to 64","","281.17","395.44","71.10",
