"CFIPS","YEAR","COUNTY","Total Population","Births","Deaths","Net Migration","Natural Increase","Census Building Permits","Group Quarters Population","Household Population","Households","Household Size","Total Housing Units","Vacancy Rate","Vacant Housing Units",
"85","2004","Montrose County","36131","469","349","371","120","359","550","35,581","14,247","2.5","15,783","9.732","1,536",
"85","2005","Montrose County","36997","515","309","660","206","486","550","36,447","14,622","2.49","16,217","9.835","1,595",
"85","2006","Montrose County","37968","506","362","827","144","583","550","37,418","15,050","2.49","16,877","10.825","1,827",
"85","2007","Montrose County","39131","504","364","1,023","140","536","550","38,581","15,550","2.48","17,478","11.031","1,928",
"85","2008","Montrose County","39952","563","404","662","159","369","550","39,402","15,908","2.48","17,877","11.014","1,969",
"85","2009","Montrose County","40680","554","368","542","186","189","550","40,130","16,222","2.47","18,083","10.291","1,861",
"87","1985","Morgan County","22431","430","218","-594","212","33","367","22,064","8,353","2.64","9,588","12.9","1,235",
"87","1986","Morgan County","21508","370","223","-1,070","147","79","354","21,154","8,105","2.61","9,622","15.8","1,517",
"87","1987","Morgan County","21678","349","230","51","119","9","360","21,318","8,249","2.58","9,701","15","1,452",
"87","1988","Morgan County","21831","371","233","15","138","8","362","21,469","8,386","2.56","9,722","13.7","1,336",
"87","1989","Morgan County","21895","386","202","-120","184","5","360","21,535","8,492","2.54","9,975","14.9","1,483",
"87","1990","Morgan County","22056","342","219","38","123","9","456","21,600","8,139","2.65","9,230","11.8","1,091",
"87","1991","Morgan County","22703","361","202","488","159","28","475","22,228","8,502","2.61","9,239","8","737",
"87","1992","Morgan County","23482","392","246","633","146","55","495","22,987","8,812","2.61","9,267","4.9","455",
"87","1993","Morgan County","24241","401","256","614","145","51","498","23,743","8,702","2.73","9,322","6.7","620",
"87","1994","Morgan County","25088","448","239","638","209","191","518","24,570","9,139","2.69","9,373","2.5","234",
"87","1995","Morgan County","25362","421","241","94","180","98","525","24,837","9,251","2.68","9,564","3.3","313",
"87","1996","Morgan County","26042","451","214","443","237","104","542","25,500","9,516","2.68","9,690","1.8","174",
"87","1997","Morgan County","26647","512","231","324","281","127","552","26,095","9,755","2.68","9,805","0.5","50",
"87","1998","Morgan County","26662","465","238","-212","227","186","552","26,110","9,765","2.67","9,932","1.7","167",
"87","1999","Morgan County","26953","540","225","-24","315","108","552","26,401","9,877","2.67","10,118","2.4","241",
"87","2000","Morgan County","27251","465","232","64","233","28","484","26,767","9,578","2.79","10,440","8.257","862",
"87","2001","Morgan County","27475","475","276","25","199","113","484","26,991","9,696","2.78","10,569","8.26","873",
"87","2002","Morgan County","27662","482","251","-44","231","94","484","27,178","9,806","2.77","10,679","8.175","873",
"87","2003","Morgan County","27855","494","233","-68","261","135","484","27,371","9,915","2.76","10,825","8.406","910",
"87","2004","Morgan County","27912","414","226","-131","188","122","479","27,433","9,979","2.75","10,964","8.984","985",
"87","2005","Morgan County","27947","439","240","-164","199","139","580","27,367","9,998","2.74","11,117","10.066","1,119",
"87","2006","Morgan County","27983","414","246","-132","168","129","715","27,268","10,005","2.73","11,262","11.161","1,257",
"87","2007","Morgan County","27848","415","233","-317","182","82","674","27,174","10,017","2.71","11,360","11.822","1,343",
"87","2008","Morgan County","27746","421","278","-245","143","52","705","27,041","10,011","2.7","11,430","12.415","1,419",
"87","2009","Morgan County","28026","444","192","28","252","27","746","27,280","10,144","2.69","11,463","11.507","1,319",
"89","1985","Otero County","21760","348","255","-172","93","6","517","21,243","8,064","2.63","9,181","12.2","1,117",
"89","1986","Otero County","21457","359","212","-450","147","-10","514","20,943","8,042","2.6","9,256","13.1","1,214",
"89","1987","Otero County","20914","334","238","-639","96","4","516","20,398","7,913","2.58","9,312","15","1,399",
"89","1988","Otero County","20845","322","237","-154","85","11","445","20,400","7,995","2.55","9,324","14.3","1,329",
"89","1989","Otero County","20468","322","218","-481","104","-2","454","20,014","7,932","2.52","9,322","14.9","1,390",
"89","1990","Otero County","20210","296","230","-324","66","2","493","19,717","7,593","2.6","8,739","13.1","1,146",
"89","1991","Otero County","20373","287","223","99","64","9","502","19,871","7,523","2.64","8,741","13.9","1,218",
"89","1992","Otero County","20294","318","250","-147","68","18","546","19,748","7,820","2.53","8,750","10.6","930",
"89","1993","Otero County","20435","346","238","33","108","3","543","19,892","7,768","2.56","8,768","11.4","1,000",
"89","1994","Otero County","20490","299","248","4","51","4","535","19,955","7,816","2.55","8,771","10.9","955",
"89","1995","Otero County","20695","300","260","165","40","51","549","20,146","7,934","2.54","8,775","9.6","841",
"89","1996","Otero County","20747","271","252","33","19","29","611","20,136","7,984","2.52","8,826","9.5","842",
"89","1997","Otero County","20767","292","260","-12","32","40","688","20,079","8,061","2.49","8,855","9","794",
"89","1998","Otero County","20516","258","235","-274","23","32","717","19,799","7,988","2.48","8,895","10.2","907",
"89","1999","Otero County","20399","288","214","-191","74","29","746","19,653","7,965","2.47","8,927","10.8","962",
"89","2000","Otero County","20243","281","228","-218","53","10","568","19,675","7,901","2.49","8,821","10.43","920",
"89","2001","Otero County","19900","298","217","-424","81","41","568","19,332","7,798","2.48","8,852","11.907","1,054",
"89","2002","Otero County","19624","322","247","-351","75","35","568","19,056","7,723","2.47","8,875","12.98","1,152",
"89","2003","Otero County","19667","296","227","-26","69","21","568","19,099","7,776","2.46","8,886","12.492","1,110",
"89","2004","Otero County","19561","291","216","-181","75","44","568","18,993","7,768","2.45","8,920","12.915","1,152",
"89","2005","Otero County","19370","300","245","-246","55","21","568","18,802","7,724","2.43","8,931","13.515","1,207",
"89","2006","Otero County","19193","232","223","-186","9","13","568","18,625","7,688","2.42","8,933","13.937","1,245",
"89","2007","Otero County","18937","255","216","-295","39","21","568","18,369","7,617","2.41","8,945","14.846","1,328",
"89","2008","Otero County","18853","280","265","-99","15","37","568","18,285","7,619","2.4","8,971","15.071","1,352",
"89","2009","Otero County","18844","230","229","-10","1","6","568","18,276","7,650","2.39","8,973","14.744","1,323",
"91","1985","Ouray County","2130","33","10","-89","23","13","0","2,130","776","2.74","1,496","48.1","720",
"91","1986","Ouray County","1999","20","16","-135","4","29","0","1,999","724","2.76","1,508","52","784",
"91","1987","Ouray County","2151","24","16","144","8","27","0","2,151","776","2.77","1,536","49.5","760",
"91","1988","Ouray County","2219","26","18","60","8","29","0","2,219","777","2.86","1,565","50.4","788",
"91","1989","Ouray County","2262","22","10","31","12","32","0","2,262","810","2.79","1,613","49.8","803",
"91","1990","Ouray County","2315","23","15","45","8","32","3","2,312","947","2.44","1,507","37.2","560",
"91","1991","Ouray County","2419","31","14","87","17","37","3","2,416","1,014","2.38","1,539","34.1","525",
"91","1992","Ouray County","2535","29","25","112","4","66","3","2,532","1,101","2.3","1,576","30.1","475",
"91","1993","Ouray County","2653","21","16","113","5","70","3","2,650","1,082","2.45","1,642","34.1","560",
"91","1994","Ouray County","2902","27","11","233","16","90","4","2,898","1,174","2.47","1,712","31.4","538",
"91","1995","Ouray County","3085","30","19","172","11","96","4","3,081","1,247","2.47","1,802","30.8","555",
"91","1996","Ouray County","3252","25","17","159","8","108","4","3,248","1,316","2.47","1,898","30.7","582",
"91","1997","Ouray County","3322","31","17","56","14","58","4","3,318","1,348","2.46","2,006","32.8","658",
"91","1998","Ouray County","3453","35","17","113","18","67","4","3,449","1,397","2.47","2,064","32.3","667",
"91","1999","Ouray County","3618","38","24","151","14","68","4","3,614","1,461","2.47","2,131","31.4","670",
"91","2000","Ouray County","3775","26","20","142","6","16","18","3,757","1,592","2.36","2,162","26.364","570",
"91","2001","Ouray County","3809","40","25","19","15","64","18","3,791","1,618","2.34","2,233","27.541","615",
"91","2002","Ouray County","3903","31","15","78","16","88","18","3,885","1,672","2.32","2,328","28.179","656",
"91","2003","Ouray County","3905","31","26","-3","5","83","18","3,887","1,685","2.31","2,431","30.687","746",
"91","2004","Ouray County","4023","35","26","109","9","107","18","4,005","1,748","2.29","2,566","31.878","818",
"91","2005","Ouray County","4084","35","23","49","12","100","18","4,066","1,788","2.27","2,688","33.482","900",
"91","2006","Ouray County","4137","38","26","41","12","88","18","4,119","1,823","2.26","2,852","36.08","1,029",
"91","2007","Ouray County","4274","40","29","126","11","65","18","4,256","1,898","2.24","2,958","35.835","1,060",
"91","2008","Ouray County","4407","42","21","112","21","61","18","4,389","1,973","2.22","3,036","35.013","1,063",
"91","2009","Ouray County","4372","26","21","-40","5","35","18","4,354","1,973","2.21","3,066","35.649","1,093",
"93","1985","Park County","6601","101","31","-229","70","228","14","6,587","2,178","3.02","6,600","67","4,422",
"93","1986","Park County","6860","122","25","162","97","183","15","6,845","2,245","3.05","6,826","67.1","4,581",
"93","1987","Park County","6937","95","41","23","54","131","14","6,923","2,248","3.08","7,007","67.9","4,759",
"93","1988","Park County","6893","101","35","-110","66","122","14","6,879","2,213","3.11","7,145","69","4,932",
"93","1989","Park County","7054","90","28","99","62","109","14","7,040","2,251","3.13","7,163","68.6","4,912",
"93","1990","Park County","7269","92","27","150","65","124","0","7,269","2,775","2.62","7,247","61.7","4,472",
"93","1991","Park County","7700","108","26","349","82","97","0","7,700","2,895","2.66","7,371","60.7","4,476",
"93","1992","Park County","8092","83","35","344","48","182","0","8,092","3,078","2.63","7,468","58.8","4,390",
"93","1993","Park County","8581","114","34","409","80","298","0","8,581","3,341","2.57","7,650","56.3","4,309",
"93","1994","Park County","9526","105","37","877","68","426","0","9,526","3,694","2.58","7,948","53.5","4,254",
"93","1995","Park County","10577","146","38","943","108","452","0","10,577","4,114","2.57","8,374","50.9","4,260",
"93","1996","Park County","11377","135","42","707","93","468","0","11,377","4,448","2.56","8,826","49.6","4,378",
"93","1997","Park County","12362","130","40","895","90","446","0","12,362","4,880","2.53","9,294","47.5","4,414",
"93","1998","Park County","13065","147","51","607","96","345","0","13,065","5,168","2.53","9,740","46.9","4,572",
"93","1999","Park County","13900","178","43","700","135","388","0","13,900","5,513","2.52","10,085","45.3","4,572",
"93","2000","Park County","14729","149","65","741","84","105","70","14,659","5,992","2.45","10,810","44.57","4,818",
"93","2001","Park County","15172","168","55","330","113","422","70","15,102","6,223","2.43","11,265","44.758","5,042",
"93","2002","Park County","15417","170","70","145","100","380","70","15,347","6,382","2.4","11,679","45.355","5,297",
"93","2003","Park County","15789","173","67","266","106","338","70","15,719","6,595","2.38","12,054","45.288","5,459",
"93","2004","Park County","15913","149","72","47","77","292","70","15,843","6,704","2.36","12,384","45.866","5,680",
"93","2005","Park County","16061","166","58","40","108","313","70","15,991","6,824","2.34","12,739","46.432","5,915",
"93","2006","Park County","16128","161","65","-29","96","281","70","16,058","6,915","2.32","13,063","47.064","6,148",
"93","2007","Park County","16336","150","71","129","79","306","70","16,266","7,065","2.3","13,412","47.323","6,347",
"93","2008","Park County","16278","135","71","-122","64","227","70","16,208","7,104","2.28","13,684","48.085","6,580",
"93","2009","Park County","15971","149","64","-392","85","154","70","15,901","7,033","2.26","13,833","49.158","6,800",
"95","1985","Phillips County","4421","61","60","-10","1","3","59","4,362","1,794","2.43","2,118","15.3","324",
"95","1986","Phillips County","4445","73","47","-2","26","6","59","4,386","1,828","2.4","2,131","14.2","303",
"95","1987","Phillips County","4411","45","56","-23","-11","4","59","4,352","1,834","2.37","2,147","14.6","313",
"95","1988","Phillips County","4332","54","37","-96","17","0","59","4,273","1,821","2.35","2,153","15.4","332",
"95","1989","Phillips County","4249","52","51","-84","1","5","90","4,159","1,799","2.31","2,114","14.9","315",
"95","1990","Phillips County","4188","59","53","-67","6","6","65","4,123","1,712","2.41","1,960","12.7","248",
"95","1991","Phillips County","4209","56","57","22","-1","2","67","4,142","1,789","2.32","1,966","9","177",
"95","1992","Phillips County","4231","46","55","31","-9","7","69","4,162","1,830","2.27","1,968","7","138",
"95","1993","Phillips County","4378","55","56","148","-1","7","68","4,310","1,798","2.4","1,975","9","177",
"95","1994","Phillips County","4401","48","76","51","-28","6","69","4,332","1,806","2.4","1,982","8.9","176",
"95","1995","Phillips County","4479","52","37","63","15","8","70","4,409","1,841","2.39","1,988","7.4","147",
"95","1996","Phillips County","4504","70","52","7","18","15","70","4,434","1,863","2.38","1,996","6.7","133",
"95","1997","Phillips County","4574","51","55","74","-4","19","71","4,503","1,910","2.36","2,011","5","101",
"95","1998","Phillips County","4570","61","64","-1","-3","14","71","4,499","1,912","2.35","2,030","5.8","118",
"95","1999","Phillips County","4518","58","46","-64","12","20","71","4,447","1,895","2.35","2,044","7.3","149",
"95","2000","Phillips County","4452","64","50","-81","14","2","89","4,363","1,771","2.46","2,016","12.153","245",
"95","2001","Phillips County","4487","52","55","38","-3","9","89","4,398","1,790","2.46","2,023","11.518","233",
"95","2002","Phillips County","4496","58","56","7","2","13","89","4,407","1,797","2.45","2,035","11.695","238",
"95","2003","Phillips County","4477","57","53","-23","4","9","89","4,388","1,793","2.45","2,042","12.194","249",
"95","2004","Phillips County","4580","71","63","95","8","9","89","4,491","1,839","2.44","2,049","10.249","210",
"95","2005","Phillips County","4548","69","38","-63","31","13","89","4,459","1,830","2.44","2,059","11.122","229",
"95","2006","Phillips County","4504","58","51","-51","7","9","89","4,415","1,817","2.43","2,067","12.095","250",
"95","2007","Phillips County","4484","72","37","-55","35","8","89","4,395","1,812","2.43","2,073","12.59","261",
"95","2008","Phillips County","4451","53","58","-28","-5","6","89","4,362","1,802","2.42","2,077","13.24","275",
"95","2009","Phillips County","4454","47","44","0","3","3","89","4,365","1,808","2.41","2,083","13.202","275",
"97","1985","Pitkin County","11316","144","27","420","117","39","21","11,295","5,458","2.07","9,432","42.1","3,974",
"97","1986","Pitkin County","11968","181","33","504","148","60","23","11,945","5,900","2.02","9,468","37.7","3,568",
"97","1987","Pitkin County","12042","159","27","-58","132","99","23","12,019","6,060","1.98","9,553","36.6","3,493",
"97","1988","Pitkin County","12092","153","25","-78","128","112","23","12,069","6,240","1.93","9,657","35.4","3,417",
"97","1989","Pitkin County","12415","168","21","176","147","162","24","12,391","6,652","1.86","9,762","31.9","3,110",
"97","1990","Pitkin County","12691","132","26","170","106","153","120","12,571","5,877","2.14","9,837","40.3","3,960",
"97","1991","Pitkin County","12982","146","32","177","114","65","120","12,862","5,971","2.15","9,990","40.2","4,019",
"97","1992","Pitkin County","13371","170","23","242","147","104","123","13,248","6,159","2.15","10,076","38.9","3,917",
"97","1993","Pitkin County","14061","128","42","604","86","138","130","13,931","6,439","2.16","10,183","36.8","3,744",
"97","1994","Pitkin County","14539","167","38","349","129","192","135","14,404","6,615","2.18","10,321","35.9","3,706",
"97","1995","Pitkin County","14652","141","32","4","109","92","134","14,518","6,655","2.18","10,513","36.7","3,858",
"97","1996","Pitkin County","14553","144","37","-206","107","180","132","14,421","6,599","2.19","10,605","37.8","4,006",
"97","1997","Pitkin County","14787","150","39","123","111","197","133","14,654","6,730","2.18","10,785","37.6","4,055",
"97","1998","Pitkin County","14781","136","30","-112","106","174","133","14,648","6,702","2.19","11,165","40","4,463",
"97","1999","Pitkin County","14833","145","29","-64","116","280","133","14,700","6,702","2.19","11,339","40.9","4,637",
"97","2000","Pitkin County","15764","176","43","804","133","72","328","15,436","7,248","2.13","11,901","39.098","4,653",
"97","2001","Pitkin County","16184","165","48","303","117","287","328","15,856","7,446","2.13","12,117","38.549","4,671",
"97","2002","Pitkin County","16101","170","32","-221","138","120","328","15,773","7,410","2.13","12,166","39.093","4,756",
"97","2003","Pitkin County","16275","166","44","52","122","134","328","15,947","7,492","2.13","12,229","38.736","4,737",
"97","2004","Pitkin County","16077","155","39","-314","116","113","328","15,749","7,401","2.13","12,272","39.692","4,871",
"97","2005","Pitkin County","16136","172","50","-63","122","118","328","15,808","7,432","2.13","12,356","39.851","4,924",
"97","2006","Pitkin County","16087","157","35","-171","122","147","328","15,759","7,411","2.13","12,485","40.641","5,074",
"97","2007","Pitkin County","16236","166","40","23","126","211","328","15,908","7,485","2.13","12,653","40.844","5,168",
"97","2008","Pitkin County","16673","162","43","318","119","168","328","16,345","7,703","2.12","12,920","40.379","5,217",
"97","2009","Pitkin County","17053","171","44","253","127","115","328","16,725","7,889","2.12","12,979","39.217","5,090",
"99","1985","Prowers County","14374","318","120","-126","198","21","163","14,211","5,205","2.73","6,097","14.6","892",
"99","1986","Prowers County","14128","273","126","-393","147","35","160","13,968","5,142","2.72","6,133","16.2","991",
"99","1987","Prowers County","13986","245","148","-239","97","-4","158","13,828","5,106","2.71","6,183","17.4","1,077",
"99","1988","Prowers County","14231","243","121","123","122","-3","169","14,062","5,208","2.7","6,188","15.8","980",
"99","1989","Prowers County","13719","207","115","-604","92","-1","151","13,568","5,046","2.69","6,180","18.3","1,134",
"99","1990","Prowers County","13237","221","115","-588","106","-1","186","13,051","4,984","2.62","5,855","14.9","871",
"99","1991","Prowers County","12958","219","116","-382","103","-2","183","12,775","4,934","2.59","5,854","15.7","920",
"99","1992","Prowers County","13105","214","116","49","98","-4","155","12,950","4,914","2.64","5,852","16","938",
"99","1993","Prowers County","13422","209","124","232","85","0","180","13,242","4,983","2.66","5,848","14.8","865",
"99","1994","Prowers County","13686","228","105","141","123","7","166","13,520","5,065","2.67","5,848","13.4","783",
"99","1995","Prowers County","13823","214","105","28","109","5","214","13,609","5,091","2.67","5,855","13","764",
"99","1996","Prowers County","14002","209","135","105","74","14","219","13,783","5,160","2.67","5,866","12","706",
"99","1997","Prowers County","14117","220","104","-1","116","58","198","13,919","5,241","2.66","5,947","11.9","706",
"99","1998","Prowers County","14224","208","136","35","72","54","211","14,013","5,267","2.66","6,005","12.3","738",
"99","1999","Prowers County","14372","212","124","60","88","93","224","14,148","5,306","2.67","6,059","12.4","753",
"99","2000","Prowers County","14453","240","136","-23","104","4","300","14,153","5,306","2.67","5,980","11.271","674",
"99","2001","Prowers County","14109","269","141","-472","128","17","300","13,809","5,213","2.65","5,987","12.928","774",
"99","2002","Prowers County","14011","247","146","-199","101","13","300","13,711","5,217","2.63","5,986","12.847","769",
"99","2003","Prowers County","13822","242","120","-311","122","15","300","13,522","5,181","2.61","6,000","13.65","819",
"99","2004","Prowers County","13656","204","126","-244","78","8","300","13,356","5,157","2.59","5,997","14.007","840",
"99","2005","Prowers County","13510","233","103","-276","130","8","300","13,210","5,137","2.57","5,994","14.298","857",
"99","2006","Prowers County","13208","187","99","-390","88","11","300","12,908","5,058","2.55","5,997","15.658","939",
"99","2007","Prowers County","12772","189","131","-494","58","3","300","12,472","4,925","2.53","5,958","17.338","1,033",
"99","2008","Prowers County","12682","190","128","-152","62","10","300","12,382","4,926","2.51","5,951","17.224","1,025",
"99","2009","Prowers County","12576","191","146","-151","45","0","300","12,276","4,924","2.49","5,948","17.216","1,024",
"101","1985","Pueblo County","121907","1844","1127","-1,205","717","272","2,613","119,294","46,877","2.54","51,045","8.2","4,168",
"101","1986","Pueblo County","122365","1781","1126","-197","655","264","2,643","119,722","47,816","2.5","51,414","7","3,598",
"101","1987","Pueblo County","122838","1780","1205","-102","575","308","2,975","119,863","48,558","2.47","51,775","6.2","3,217",
"101","1988","Pueblo County","123737","1752","1192","339","560","274","2,149","121,588","49,946","2.43","52,116","4.2","2,170",
"101","1989","Pueblo County","123363","1625","1159","-840","466","147","2,143","121,220","50,569","2.4","52,635","3.9","2,066",
"101","1990","Pueblo County","122878","1771","1220","-1,036","551","167","2,915","119,963","47,057","2.55","50,872","7.5","3,815",
"101","1991","Pueblo County","123486","1764","1242","86","522","160","2,982","120,504","48,190","2.5","51,039","5.6","2,849",
"101","1992","Pueblo County","124410","1805","1259","378","546","228","2,975","121,435","48,410","2.51","51,199","5.4","2,789",
"101","1993","Pueblo County","126348","1780","1169","1,327","611","364","3,025","123,323","48,120","2.56","51,544","6.6","3,424",
"101","1994","Pueblo County","128722","1746","1236","1,864","510","645","3,136","125,586","48,828","2.57","51,949","6","3,121",
"101","1995","Pueblo County","130832","1730","1337","1,717","393","938","3,185","127,647","49,254","2.59","52,292","5.8","3,038",
"101","1996","Pueblo County","132498","1734","1260","1,192","474","1,193","3,353","129,145","49,821","2.59","53,330","6.6","3,509",
"101","1997","Pueblo County","134794","1739","1359","1,916","380","1,139","3,467","131,327","50,909","2.58","54,717","7","3,808",
"101","1998","Pueblo County","137381","1869","1352","2,070","517","1,351","3,498","133,883","51,749","2.59","56,103","7.8","4,354",
"101","1999","Pueblo County","139718","1933","1374","1,778","559","1,437","3,529","136,189","52,510","2.59","57,454","8.6","4,944",
"101","2000","Pueblo County","141854","1927","1380","1,589","547","267","4,135","137,719","54,760","2.51","59,196","7.494","4,436",
"101","2001","Pueblo County","143996","2004","1393","1,531","611","1,067","4,081","139,915","55,754","2.51","60,453","7.773","4,699",
"101","2002","Pueblo County","146481","1985","1482","1,982","503","1,353","4,185","142,296","56,821","2.5","61,792","8.045","4,971",
"101","2003","Pueblo County","147972","2060","1451","882","609","1,265","4,032","143,940","57,613","2.5","63,222","8.872","5,609",
"101","2004","Pueblo County","148720","1946","1526","328","420","1,249","3,974","144,746","58,060","2.49","64,483","9.961","6,423",
"101","2005","Pueblo County","149969","1993","1546","802","447","1,189","3,975","145,994","58,699","2.49","65,740","10.71","7,041",
"101","2006","Pueblo County","152064","2014","1412","1,493","602","1,135","3,930","148,134","59,689","2.48","66,899","10.777","7,210",
"101","2007","Pueblo County","154759","2143","1509","2,061","634","1,237","4,202","150,557","60,810","2.48","68,087","10.688","7,277",
"101","2008","Pueblo County","156252","2167","1608","934","559","642","4,111","152,141","61,613","2.47","68,803","10.45","7,190",
"101","2009","Pueblo County","157324","2038","1558","592","480","399","4,142","153,182","62,213","2.46","69,140","10.019","6,927",
"103","1985","Rio Blanco County","6590","127","37","-441","90","0","261","6,329","2,071","3.06","3,019","31.4","948",
"103","1986","Rio Blanco County","6440","103","30","-223","73","38","257","6,183","2,006","3.08","3,024","33.7","1,018",
"103","1987","Rio Blanco County","6428","96","37","-71","59","9","240","6,188","1,995","3.1","3,052","34.6","1,057",
"103","1988","Rio Blanco County","6299","92","38","-183","54","5","253","6,046","1,927","3.14","3,066","37.1","1,139",
"103","1989","Rio Blanco County","6111","89","30","-247","59","4","217","5,894","1,861","3.17","3,027","38.5","1,166",
"103","1990","Rio Blanco County","6061","76","38","-88","38","8","232","5,829","2,180","2.67","2,803","22.2","623",
"103","1991","Rio Blanco County","6027","86","32","-88","54","10","132","5,895","2,263","2.6","2,811","19.5","548",
"103","1992","Rio Blanco County","6180","70","36","119","34","21","172","6,008","2,310","2.6","2,809","17.8","499",
"103","1993","Rio Blanco County","6259","73","45","51","28","22","253","6,006","2,373","2.53","2,830","16.1","457",
"103","1994","Rio Blanco County","6314","65","39","29","26","15","226","6,088","2,437","2.5","2,852","14.6","415",
"103","1995","Rio Blanco County","6403","72","40","57","32","17","242","6,161","2,512","2.45","2,867","12.4","355",
"103","1996","Rio Blanco County","6341","66","44","-84","22","14","203","6,138","2,552","2.41","2,884","11.5","332",
"103","1997","Rio Blanco County","6322","59","48","-30","11","16","152","6,170","2,629","2.35","2,898","9.3","269",
"103","1998","Rio Blanco County","6232","62","45","-107","17","15","161","6,071","2,634","2.3","2,914","9.6","280",
"103","1999","Rio Blanco County","6091","78","56","-163","22","18","170","5,921","2,617","2.26","2,929","10.7","312",
"103","2000","Rio Blanco County","5969","65","47","-142","18","4","232","5,737","2,299","2.5","2,859","19.587","560",
"103","2001","Rio Blanco County","5880","66","57","-98","9","17","232","5,648","2,270","2.49","2,887","21.372","617",
"103","2002","Rio Blanco County","5936","67","40","29","27","24","232","5,704","2,299","2.48","2,919","21.24","620",
"103","2003","Rio Blanco County","5855","75","35","-121","40","17","232","5,623","2,274","2.47","2,952","22.967","678",
"103","2004","Rio Blanco County","5904","76","47","20","29","22","232","5,672","2,298","2.47","3,004","23.502","706",
"103","2005","Rio Blanco County","5818","75","58","-103","17","38","232","5,586","2,269","2.46","3,052","25.655","783",
"103","2006","Rio Blanco County","5981","93","50","120","43","47","232","5,749","2,342","2.45","3,106","24.598","764",
"103","2007","Rio Blanco County","6093","100","52","64","48","47","232","5,861","2,392","2.45","3,171","24.566","779",
"103","2008","Rio Blanco County","6160","109","43","1","66","74","232","5,928","2,428","2.44","3,253","25.361","825",
"103","2009","Rio Blanco County","6317","90","40","107","50","62","232","6,085","2,500","2.43","3,292","24.058","792",
"105","1985","Rio Grande County","11546","240","115","68","125","0","279","11,267","3,959","2.85","4,879","18.9","920",
"105","1986","Rio Grande County","11906","219","95","236","124","5","288","11,618","4,104","2.83","4,910","16.4","806",
"105","1987","Rio Grande County","11758","193","115","-226","78","0","284","11,474","4,071","2.82","4,949","17.7","878",
"105","1988","Rio Grande County","11578","181","107","-254","74","36","279","11,299","4,025","2.81","4,957","18.8","932",
"105","1989","Rio Grande County","11109","195","98","-566","97","78","262","10,847","3,887","2.79","4,975","21.9","1,088",
"105","1990","Rio Grande County","10768","154","98","-397","56","-3","198","10,570","3,930","2.69","5,277","25.5","1,347",
"105","1991","Rio Grande County","10835","184","112","-5","72","29","205","10,630","4,095","2.6","5,274","22.4","1,179",
"105","1992","Rio Grande County","10940","170","122","57","48","18","201","10,739","4,284","2.51","5,303","19.2","1,019",
"105","1993","Rio Grande County","11211","182","101","190","81","30","207","11,004","4,143","2.66","5,321","22.1","1,178",
"105","1994","Rio Grande County","11461","157","109","202","48","6","210","11,251","4,233","2.66","5,351","20.9","1,118",
"105","1995","Rio Grande County","11698","154","115","198","39","113","215","11,483","4,327","2.65","5,357","19.2","1,030",
"105","1996","Rio Grande County","11820","159","104","67","55","132","218","11,602","4,386","2.65","5,470","19.8","1,084",
"105","1997","Rio Grande County","11966","158","131","119","27","116","222","11,744","4,504","2.61","5,602","19.6","1,098",
"105","1998","Rio Grande County","12123","167","108","98","59","97","222","11,901","4,568","2.61","5,718","20.1","1,150",
"105","1999","Rio Grande County","12289","166","109","109","57","94","242","12,047","4,636","2.6","5,815","20.3","1,179",
"105","2000","Rio Grande County","12429","189","113","65","76","30","251","12,178","4,713","2.58","6,026","21.789","1,313",
"105","2001","Rio Grande County","12406","178","132","-69","46","120","251","12,155","4,725","2.57","6,117","22.756","1,392",
"105","2002","Rio Grande County","12409","175","134","-38","41","89","251","12,158","4,747","2.56","6,195","23.374","1,448",
"105","2003","Rio Grande County","12619","174","127","163","47","86","251","12,368","4,853","2.55","6,265","22.538","1,412",
"105","2004","Rio Grande County","12824","173","130","162","43","98","251","12,573","4,955","2.54","6,332","21.747","1,377",
"105","2005","Rio Grande County","12696","184","133","-179","51","97","251","12,445","4,928","2.53","6,439","23.466","1,511",
"105","2006","Rio Grande County","12439","191","119","-329","72","68","251","12,188","4,849","2.51","6,496","25.354","1,647",
"105","2007","Rio Grande County","12167","147","138","-281","9","60","251","11,916","4,763","2.5","6,568","27.482","1,805",
"105","2008","Rio Grande County","12105","157","122","-97","35","47","251","11,854","4,765","2.49","6,614","27.956","1,849",
"105","2009","Rio Grande County","11995","159","125","-144","34","42","251","11,744","4,742","2.48","6,635","28.531","1,893",
"107","1985","Routt County","14196","222","62","-216","160","62","126","14,070","5,596","2.51","9,111","38.6","3,515",
"107","1986","Routt County","13863","206","55","-484","151","28","125","13,738","5,546","2.48","9,165","39.5","3,619",
"107","1987","Routt County","13862","181","60","-122","121","96","126","13,736","5,615","2.45","9,186","38.9","3,571",
"107","1988","Routt County","13765","199","47","-249","152","66","126","13,639","5,647","2.42","9,292","39.2","3,645",
"107","1989","Routt County","13950","220","53","18","167","122","129","13,821","5,805","2.38","9,291","37.5","3,486",
"107","1990","Routt County","14172","198","50","74","148","187","165","14,007","5,483","2.55","9,252","40.7","3,769",
"107","1991","Routt County","14731","198","40","401","158","130","158","14,573","5,525","2.64","9,439","41.5","3,914",
"107","1992","Routt County","15149","171","62","309","109","223","153","14,996","5,533","2.71","9,569","42.2","4,036",
"107","1993","Routt County","15924","196","71","650","125","287","188","15,736","6,069","2.59","9,792","38","3,723",
